Name,Value,Wage
Max Wright,€180K,€1K
Federico Abadía,€100K,€1K
Yerko Rojas,€110K,€1K
Felipe Torres,€110K,€1K
Eduard Florescu,€120K,€2K
Frederik Ibsen,€120K,€2K
Matty Gillam,€130K,€1K
Maren Haile-Selassie,€180K,€1K
George Nurse,€180K,€2K
Antonio Bustamante,€130K,€1K
Adam Bergmark Wiberg,€110K,€1K
Fatih Ufuk,€110K,€2K
Saikou Janneh,€170K,€4K
Jake Walker,€120K,€1K
Ivan Luquetta,€110K,€1K
Jake Peck,€110K,€2K
Matt Hundley,€150K,€1K
Jhon Quiñones Saya,€160K,€1K
Aziz Binous,€140K,€1K
Saleh Al Wehimid,€130K,€2K
Tunji Akinola,€90K,€6K
Oğuz Yılmaz,€70K,€3K
Rhys Lovett,€90K,€1K
Stephen Wearne,€140K,€2K
Karol Struski,€140K,€1K
Hamad Al Shaie,€120K,€2K
Harry McKirdy,€110K,€2K
Nicolas Madsen,€140K,€2K
Ulises Castagnoli,€90K,€1K
Jacob Greaves,€100K,€1K
Iván Martínez Marqués,€130K,€1K
Eric Tia,€100K,€2K
Michael Howard,€150K,€1K
Dany Cattin,€140K,€1K
Joaquín López,€120K,€1K
Sebastian García,€110K,€1K
Jeppe Pedersen,€140K,€1K
Jake Taylor,€100K,€2K
Chris Merrie,€150K,€2K
Jayden Richardson,€130K,€1K
Ibrahim Bancé,€110K,€1K
Taulant Seferi,€120K,€1K
Ricky German,€150K,€1K
Sung Min Park,€130K,€1K
Simone Barone,€100K,€1K
Takumi Nakamura,€130K,€1K
Yun Seong Kang,€100K,€1K
Xin Tian,€120K,€2K
Santiago Noreña,€140K,€1K
Fawaz Al Tryes,€120K,€4K
Jake Hackett,€110K,€1K
Benjamin Kimpioka,€150K,€1K
Toby Stevenson,€140K,€2K
Peter Burke,€80K,€1K
Diego Medina,€140K,€1K
Piotr Pyrdoł,€150K,€1K
Zach Duncan,€150K,€1K
Lewis Walker,€120K,€1K
Tom Hamer,€140K,€1K
Alexander Abrahamsson,€100K,€1K
Brayan Córdoba,€140K,€1K
Mateusz Sowiński,€100K,€1K
Chris-Vianney Goteni,€120K,€1K
Tomás Durso,€130K,€1K
York Rafael,€140K,€1K
Kyle Smith,€70K,€1K
Mads Hjalmer Hansen,€110K,€1K
Ross Tierney,€140K,€1K
Austin Samuels,€160K,€4K
Mustapha Fofana,€140K,€1K
Alistair McCann,€140K,€1K
Pontus Rödin,€90K,€1K
Adonis Ajeti,€90K,€2K
Alexander Baun,€100K,€2K
Adem Doğan,€130K,€1K
Mikołaj Kwietniewski,€110K,€1K
Cameron Duke,€140K,€1K
Deon Moore,€150K,€1K
Jo Jin-Woo,€110K,€1K
Iván Acero,€140K,€2K
Josef Brian Baccay,€140K,€1K
Alessandro Russo,€130K,€1K
Basil Al Bahrani,€80K,€3K
Thomas Rausch,€140K,€1K
Michael Wagner,€120K,€1K
Tim Campulka,€140K,€1K
Jakub Kamiński,€130K,€1K
Tobias Lauritsen,€110K,€1K
Jake Greatorex,€120K,€1K
Mateusz Praszelik,€140K,€1K
Ștefan Fara,€120K,€1K
Carlos Salomón,€120K,€1K
Kamil Rozmus,€70K,€1K
Ignacio Núñez,€140K,€1K
Harry Kite,€140K,€1K
Bajram Syla,€110K,€2K
Nicolas Zdichynec,€130K,€1K
Zak Rudden,€150K,€2K
Abhaya Grewal,€0,€0
Eric Ndayisenga,€150K,€1K
Anthony Lesiotis,€140K,€1K
Tobias Lillevold Johnsen,€110K,€1K
Conor Davis,€130K,€1K
Julien Lamy,€150K,€1K
Sebastian Hausner,€140K,€1K
Nino Köpf,€120K,€1K
Pablo Cárdenas,€120K,€1K
Roman Hauk,€100K,€1K
Mattias Almeida,€150K,€1K
Paul Cleary,€100K,€1K
Maxwell Gyamfi,€140K,€1K
Myles Judd,€140K,€2K
Abdulsamed Damlu,€120K,€1K
Andreas Bruus,€150K,€3K
Søren Tengstedt,€150K,€2K
Nick Suman,€120K,€1K
Alexander Nilsson,€80K,€1K
Brayan Correa,€70K,€1K
Lorenz Otto,€120K,€1K
Kevin Martin Krygård,€100K,€1K
Keenan Ferguson,€140K,€2K
Haoyu Mao,€90K,€2K
Jonas Brendieck,€100K,€1K
Migel-Max Schmeling,€140K,€1K
David Ochoa,€120K,€1K
Roberto Hinojosa,€130K,€1K
Michael Luyambula,€130K,€1K
Juan José Echave,€120K,€1K
Kielen Adams,€110K,€1K
Paul Doyle,€120K,€1K
Alejandro Díaz,€100K,€2K
Peter Buch Christiansen,€150K,€1K
Luke McNicholas,€70K,€1K
Jacob Ramsey,€140K,€3K
Boris Cespedes,€90K,€2K
Jack Iredale,€90K,€2K
Dominique Youfeigane,€120K,€1K
Bailey Thompson,€120K,€1K
Giannis-Fivos Botos,€150K,€1K
Connor Malley,€150K,€3K
Brandon Lauton,€100K,€1K
Yuxi Qi,€130K,€1K
Oliver Antman,€130K,€1K
Daniel Tobin,€90K,€1K
Junliang Ma,€150K,€2K
Joachim Rothmann,€150K,€1K
Archie Brennan,€140K,€1K
Jesper Isaksen,€130K,€1K
Shumpei Fukahori,€110K,€1K
Przemysław Zdybowicz,€150K,€1K
Dominic McHale,€90K,€2K
Seung Gyeom Lim,€80K,€1K
Josh Eccles,€140K,€1K
Joon Suk Lee,€110K,€1K
Reuben Duncan,€140K,€1K
Matthew Alexander,€110K,€1K
Jacob Lackéll,€110K,€1K
Gareth Harkin,€60K,€1K
Robin Källman,€130K,€1K
Gilbert Fuentes,€150K,€1K
Moudi Najjar,€150K,€1K
Kevin Ibrahim,€120K,€1K
Filip Bilbija,€150K,€1K
Sonny Graham,€130K,€1K
Tomás Salazar,€110K,€1K
Alfonso Ocampo-Chavez,€140K,€1K
Herman Geelmuyden,€150K,€1K
Wojciech Błyszko,€140K,€1K
Daniel Pik,€110K,€1K
Oliver Kjærgaard,€150K,€1K
Ahmet Muhamedbegovic,€110K,€2K
Roman Campbell,€110K,€1K
Noah James,€100K,€1K
Florian Ferk,€110K,€2K
Ryunosuke Sagara,€130K,€1K
Tommaso Fantacci,€120K,€1K
Anton Skipper Hendriksen,€140K,€2K
Emil Kalsaas,€100K,€1K
Marcelo Suárez,€120K,€1K
Mohammad Al Sharimi,€90K,€3K
Fan Yang,€80K,€2K
Wilmar Rivas,€140K,€4K
José Caicedo,€130K,€1K
Aden Baldwin,€110K,€5K
Dayne St. Clair,€90K,€1K
Yanis Barka,€120K,€1K
Ren Shibamoto,€110K,€1K
Billy Crellin,€120K,€1K
Lukas Schöfl,€140K,€1K
Ahmed Daghim,€140K,€1K
Wentao Zhang,€90K,€2K
Harry Paton,€100K,€1K
Brendan Sarpong-Wiredu,€120K,€1K
Macauley Southam,€80K,€1K
Yan Zhang,€70K,€2K
Jakob Nyland Ørsahl,€120K,€1K
Morten Frendrup,€140K,€1K
Marcel Schantl,€140K,€1K
Gianni Stensness,€100K,€1K
David Josues,€100K,€1K
Collins Tanor,€130K,€10K
Kevin Riascos,€80K,€1K
Adrian Beck,€90K,€1K
Matt Casey,€140K,€1K
Joshua Collins,€100K,€1K
Alexandru Corban,€110K,€1K
Leon Klassen,€140K,€1K
Yumiao Qian,€120K,€2K
Callum Montgomery,€100K,€1K
Jordi van Stappershoef,€70K,€1K
Karifa Yao,€130K,€1K
Julius Lindgren,€100K,€1K
Rasmus Sandberg,€130K,€1K
Boyang Liu,€90K,€2K
David Centeno,€80K,€1K
Piotr Krawczyk,€90K,€1K
Ethan Ross,€130K,€1K
Sherko Faiqi,€120K,€1K
José Saúl Hernández,€110K,€3K
Adnan Catic,€100K,€1K
Jack Clarke,€140K,€5K
Noha Sylvestre,€100K,€1K
Lukas Schleimer,€150K,€1K
Ross Millen,€80K,€1K
Kevin Ackermann,€140K,€1K
Reegan Mimnaugh,€150K,€1K
Kai Klefisch,€120K,€1K
Jack Hamilton,€150K,€1K
Harry Cardwell,€90K,€2K
Albin Palmlöv,€150K,€1K
Joel King,€130K,€1K
Jamie Cumming,€120K,€4K
Piero Vivanco,€120K,€1K
Jens Craenmehr,€110K,€1K
Lucas Pellegrini,€140K,€1K
Marco Tilio,€130K,€1K
Ciaran McKenna,€90K,€1K
Kacper Krzepisz,€80K,€1K
Mark Russell,€90K,€1K
Olle Edlund,€120K,€1K
Joaquín Hass,€90K,€1K
Maxim Deman,€100K,€1K
Yosef Samuel,€90K,€1K
Aune Selland Heggebø,€120K,€1K
Corey Panter,€110K,€1K
Abdoulaye Ousmane,€120K,€1K
Sosuke Shibata,€120K,€1K
Daniel Ściślak,€130K,€1K
Boxuan Feng,€100K,€3K
Michael O'Connor,€120K,€1K
Simon Haubrock,€120K,€1K
Salem Abdullah,€90K,€1K
Gustavo Alcala,€70K,€2K
Sebastian Valbuena,€100K,€1K
Jiabao Wen,€90K,€2K
Petar Đurin,€110K,€1K
Levy Bosch,€100K,€1K
Stjepan Plazonja,€90K,€1K
John Nelson,€100K,€1K
Dilan Qela,€130K,€1K
Julian Dunn,€110K,€1K
Min Duk Kim,€80K,€1K
Mustafa Burak Bozan,€80K,€1K
Jordan Northcott,€130K,€1K
Julian Vazquez,€120K,€1K
Sebastian Avanzini,€80K,€2K
Luis Arriaga,€120K,€1K
Matty Wolfe,€130K,€1K
Patrick Egelund,€120K,€1K
Timothy Fayulu,€80K,€1K
Sam Fielding,€100K,€1K
Simone Piazza,€130K,€1K
Junlin Chen,€50K,€2K
Jozef Pukaj,€110K,€1K
Christian Cappis,€100K,€1K
David Norman Jr.,€110K,€1K
Wilberforce Ocran,€100K,€2K
Jesús González,€90K,€1K
Adam Ratajczyk,€120K,€1K
Oliver Finney,€100K,€2K
Jan Łoś,€120K,€1K
Ludvig Johansson,€90K,€1K
Chenjie Zhu,€70K,€1K
Chao Gan,€70K,€2K
Dariusz Szczerbal,€60K,€1K
Gordon Büch,€70K,€1K
Harald Nilsen Tangen,€120K,€1K
Mateusz Stępień,€120K,€1K
Charlie Jolley,€120K,€1K
Niclas Bergmark,€110K,€1K
Yann Kasaï,€130K,€2K
Aleksander Paluszek,€110K,€1K
Yoshitake Suzuki,€90K,€1K
Rafael Ferrario,€110K,€1K
Filston Mawana,€130K,€1K
Kjetil Haug,€110K,€1K
Alex Hunt,€130K,€2K
Florentin Bloch,€90K,€1K
Alessandro Kräuchi,€100K,€2K
Michał Rakoczy,€120K,€1K
Mohamed Adam,€120K,€1K
Nobuki Iketaka,€130K,€1K
Filip Brattbakk,€130K,€1K
Taylor Maloney,€130K,€2K
Kei Oshiro,€110K,€1K
James Dodd,€100K,€1K
Wenjie Lei,€100K,€2K
Tician Tushi,€120K,€2K
Daniels Ontuzans,€130K,€1K
Filip Szymczak,€120K,€1K
Nicolás Gutierrez,€100K,€1K
Davy Rouyard,€110K,€1K
Patryk Zaucha,€130K,€1K
Lucas Green-Birch,€120K,€1K
Michał Bogacz,€110K,€1K
Allan Linguet,€100K,€1K
Joe Berks,€110K,€1K
Younes Amer,€120K,€1K
Thomas Oluwa,€120K,€1K
Erik McCue,€110K,€1K
Ryo Ishii,€100K,€1K
Daniel Bîrzu,€110K,€1K
Gabriel Sarria,€90K,€1K
William Moan Mikalsen,€110K,€1K
Kalpi Ouattara,€80K,€1K
Mario Schragl,€90K,€1K
Paul Grave,€100K,€1K
Brayan Manosalva,€70K,€1K
Mads Christiansen,€100K,€1K
Jan Wellers,€100K,€1K
Louis Pelletier,€110K,€1K
Wallace Duffy,€90K,€1K
Richard Nartey,€90K,€1K
David Mistrafovic,€110K,€1K
Ryuki Miura,€50K,€1K
Oleg Gorin,€120K,€1K
Marco Burch,€110K,€1K
Koki Harada,€120K,€1K
Nawaf Al Ghamdi,€70K,€3K
Peder Vogt,€120K,€1K
Daniel Obbekjær,€110K,€1K
Morgan Whittaker,€120K,€2K
Rob Strachan,€110K,€1K
Noah Nurmi,€110K,€1K
Andres Gudiño,€70K,€2K
Kenneth Yao,€120K,€2K
Daiver Vega,€80K,€1K
Alex Cochrane,€120K,€3K
Hayato Teruyama,€110K,€1K
Joel Randall,€110K,€1K
Mateusz Cegiełka,€120K,€1K
Fabio Tavares,€120K,€1K
Kai Sun,€50K,€2K
Fujun Chen,€90K,€2K
Fraser Preston,€130K,€3K
Alec Byrne,€110K,€1K
Jack Simmons,€120K,€1K
Noah Alexandersson,€120K,€1K
Marius Bildøy,€130K,€1K
Min Wang,€60K,€1K
Jack Lee,€120K,€3K
Hyun Woo Lee,€60K,€1K
Fang Li,€60K,€2K
Adil Titi,€120K,€1K
Moataz Al Baqawi,€80K,€2K
Anders Bærtelsen,€120K,€1K
Michael Kelly,€60K,€1K
Luis Jiménez Jaimes,€90K,€1K
Manasse Kusu,€110K,€1K
Weiming Chen,€80K,€2K
Idris El Mizouni,€120K,€1K
Kyron Gordon,€110K,€1K
Sander Werni,€100K,€1K
Hjalmar Ekdal,€90K,€1K
Haji Mnoga,€120K,€1K
Jong Hyeok Jeon,€60K,€1K
Lukas Sedlak,€90K,€1K
George Alexander,€120K,€1K
Jacob Linnet,€80K,€2K
Mattie Pollock,€120K,€1K
Zhixiang Wen,€50K,€2K
Gianmarco Vannucchi,€60K,€1K
Jordan Gibson,€130K,€2K
Joel Grodowski,€110K,€1K
Xiaodong Shi,€80K,€2K
Jordan Helliwell,€110K,€1K
Luis Zamudio,€80K,€3K
Mawlanyaz Dilmurat,€100K,€1K
Hao Yu,€90K,€2K
Monther Al Nakhli,€90K,€4K
Mansour Al Muwallad,€90K,€3K
Paul Wiese,€110K,€1K
Jonas Mortensen,€110K,€1K
Nacim Gourmat,€100K,€1K
Joe Walsh,€110K,€1K
Will Henry,€70K,€1K
Zhen Ge,€40K,€2K
Theo Widdrington,€80K,€1K
Gwan Woo Park,€80K,€1K
Zihao Yan,€70K,€2K
Mason Bloomfield,€80K,€2K
Jason Cowley,€80K,€2K
Odin Luras Björtuft,€120K,€1K
A. Pimenta Flora Pimenta,€90K,€1K
Omar Novelo,€90K,€1K
Julio Borquez,€110K,€1K
Harry McEvoy,€110K,€1K
Luis Fernandez,€110K,€1K
Jon Mellish,€90K,€1K
Leandro Finochietto,€80K,€1K
Santo D'Angelo,€80K,€1K
Weizhe Sun,€70K,€2K
Kyle McClean,€130K,€1K
Junior Burban,€130K,€1K
Jason McClelland,€100K,€1K
Harry Van der Saag,€120K,€1K
Jian Wei,€50K,€2K
Kamil Broda,€100K,€1K
Tom Leak,€100K,€1K
Felix Mambimbi,€120K,€1K
Vegard Erlien,€80K,€1K
Ben Seymour,€120K,€2K
Sam Sutton,€100K,€1K
Filip Sjöberg,€100K,€1K
Michael Tait,€120K,€3K
Sylwester Lusiusz,€100K,€1K
Masahito Onoda,€70K,€1K
Boyuan Feng,€80K,€3K
Kacper Kostorz,€100K,€1K
Hui Jin,€50K,€2K
Naël Jaby,€110K,€1K
Jing Liu,€90K,€2K
Ricardo Rees,€130K,€4K
Jacob Widell Zetterström,€70K,€1K
Maki Petratos,€120K,€1K
Abdullah Al Meqran,€90K,€3K
Lucio Soldini,€100K,€1K
Oliver Saundry,€70K,€1K
Muhannad Al Shudukhi,€130K,€2K
Owen Dale,€130K,€2K
Alexandru Voda,€110K,€1K
Marius Larsen,€130K,€1K
Sean Melvin,€60K,€1K
Ensar Arslan,€120K,€1K
Khaled Al Ghuwainim,€90K,€3K
Dominik Kother,€130K,€2K
Carl Leonhard,€100K,€1K
Jordi Schelfhout,€90K,€1K
Clech Loufilou,€100K,€1K
Ahmad Al Mohaimmed,€70K,€2K
Teit Jacobsen,€80K,€2K
Simon Graves,€90K,€1K
Niclas Anspach,€100K,€1K
Sönke Günther,€90K,€1K
Amel Mujanic,€100K,€1K
Luke Duzel,€100K,€1K
Gianluca Iannucci,€100K,€1K
Kevin Kelly,€110K,€1K
Dennis Horneland,€90K,€1K
Tom Murphy,€70K,€1K
Sondre Fosnæss Hanssen,€100K,€1K
Kreshnik Krasniqi,€110K,€1K
Johan Olstad,€100K,€1K
Osame Sahraoui,€100K,€1K
José Orlando Pérez,€80K,€1K
Zaid Al Bawardi,€70K,€3K
Jakob Gesien,€90K,€1K
Daniel Wilmering,€100K,€1K
Aristide Mutula Sagbakken,€100K,€1K
Pascal Schüpbach,€100K,€2K
Henry Woods,€110K,€1K
Adam Parkes,€90K,€2K
Archie Davies,€100K,€4K
Fabio Lopes,€110K,€1K
Riccardo Novi,€90K,€1K
Jack Rudoni,€100K,€1K
Armando Quitirna Junior,€110K,€2K
Murat Can Yıldız,€60K,€1K
Shenglong Jiang,€100K,€1K
William Røsok,€70K,€1K
Paweł Żuk,€100K,€1K
Junchen Zhou,€110K,€2K
Christoph Messerer,€90K,€1K
Gary Maley,€10K,€1K
Yiğit Kafkasyali,€50K,€2K
Jevan Anderson,€100K,€1K
Simon Colyn,€110K,€1K
Nicolás Forastiero,€60K,€1K
Jack Stevens,€50K,€1K
Eklu Shaka Mawuli,€90K,€2K
Louis D'Arrigo,€100K,€1K
Zac Jones,€70K,€1K
Marcus Backmann,€80K,€1K
Jung In Park,€100K,€1K
Tom Knowles,€110K,€2K
Daniel Kajzer,€50K,€1K
Liam Walsh,€90K,€1K
Erik Tallig,€110K,€1K
David Nreca-Bisinger,€80K,€1K
Honglin Dong,€70K,€2K
Carlos Mendes Gomes,€80K,€1K
Maximilian Breunig,€100K,€1K
Magnus Westergaard,€90K,€1K
Kevin Yakob,€100K,€1K
Darragh Burns,€100K,€1K
Kacper Bieszczad,€80K,€1K
Erik Johannes Arnebrott,€90K,€1K
Daniel Dudziński,€100K,€1K
Essam Al Muwallad,€80K,€3K
Marcel Wędrychowski,€100K,€1K
George Stanger,€100K,€1K
Laurenz Beckemeyer,€90K,€1K
Louis Munteanu,€100K,€1K
Michael Nelson,€50K,€1K
Matías Ormazábal,€90K,€1K
Erlend Jacobsen,€70K,€1K
Niall Watson,€100K,€1K
Faysal Bettache,€80K,€1K
Darian Males,€100K,€1K
Magnus Knudsen,€100K,€1K
TJ Bramble,€110K,€1K
Jack Bainbridge,€70K,€1K
Hamse Hussein,€90K,€1K
Alex Doyle,€100K,€1K
Furkan Beklevic,€70K,€2K
Jason Beaulieu,€50K,€1K
Leonard Langhans,€100K,€1K
Rasmus Wikström,€100K,€1K
Betim Fazliji,€80K,€2K
Philip Slørdahl,€110K,€1K
Kyran Lofthouse,€110K,€1K
Filip Dymerski,€100K,€1K
Adam Bark,€90K,€1K
Leon Pöhls,€60K,€1K
Samuel Ohlsson,€100K,€1K
Curtis Lyle,€90K,€1K
Ronan Hurley,€80K,€1K
Bradley Lashley,€90K,€1K
Lucas Portilla,€80K,€1K
Ashley Maynard-Brewer,€90K,€1K
Harry Sheppeard,€100K,€2K
Greg Ranjitsingh,€50K,€1K
Erik Hejer,€80K,€1K
Minwen Jiang,€70K,€2K
Bughrahan Iskandar,€100K,€1K
Jong Jin Kim,€100K,€1K
Nino Ziswiler,€90K,€1K
Sondre Skogen,€100K,€1K
Edvin Dahlqvist,€100K,€1K
Jamie McCombe,€10K,€1K
Ángel Fraga Camba,€50K,€1K
Yeferson Contreras,€110K,€1K
Jonathan Harboe,€110K,€1K
Adam Randell,€100K,€1K
Gabriel Weiß,€70K,€1K
James Hill,€100K,€1K
Samuel Loric,€100K,€1K
Ibrahim Al Otaibi,€80K,€3K
Elio Nicolas Firmino,€110K,€1K
Callum Rowe,€110K,€4K
Zilei Jiang,€80K,€1K
Mads Larsen,€110K,€1K
Simon Bækgård,€100K,€1K
Gabriel Meli,€90K,€1K
Ross Treacy,€60K,€1K
Zhechao Chen,€70K,€2K
Jakob Voelkerling Persson,€80K,€1K
Daniel Andersen,€90K,€1K
Max Gottwald,€100K,€1K
Yuan Zhang,€80K,€3K
Meshari Sanyor,€90K,€1K
Juan Manuel Zapata,€80K,€1K
Marius Ștefănescu,€80K,€1K
Ali Youssef,€100K,€1K
Magnus Anbo,€100K,€1K
Kyung Min Mun,€110K,€1K
Loue Bayere Junior,€100K,€1K
Albert Popa,€70K,€1K
Majed Al Ghamdi,€70K,€1K
Pichkah Paya,€80K,€1K
Shane McNamee,€100K,€1K
Teodor Wålemark,€100K,€1K
Xuanhong Wang,€50K,€2K
Magnus Dalsgaard,€80K,€1K
Lewis Bradley,€100K,€1K
Shibo Liu,€70K,€2K
Kevin Frisorger,€90K,€1K
Benjamin Machini,€60K,€1K
Zach Hemming,€90K,€2K
Sean McDonald,€80K,€1K
Jefferson Solano,€80K,€1K
Kota Sanada,€70K,€1K
Isaiah Bazeley-Graham,€80K,€4K
Luke Little,€80K,€1K
Paweł Żyra,€80K,€1K
Edgaras Dubickas,€70K,€2K
Esteban Petignat,€110K,€2K
Lucas Tomlinson,€70K,€1K
Mads Kikkenborg,€80K,€1K
Ian Pettersson,€80K,€1K
Jack Birch,€100K,€3K
Sam Sargeant,€70K,€1K
Jhan Cuero,€110K,€1K
Kasper Jørgensen,€100K,€1K
Rasmus Carstensen,€110K,€1K
Tim Staubli,€110K,€2K
Genta Ito,€70K,€1K
Endre Borch Nash,€80K,€1K
Craig Henderson,€100K,€1K
Runar Johansen,€80K,€1K
Joachim Imbrechts,€80K,€1K
Alexis André Jr,€50K,€1K
Bo Jin,€60K,€2K
Runar Hauge,€100K,€1K
Ryan Teague,€90K,€1K
Sebastian Anderson,€100K,€1K
Chugui Ye,€70K,€2K
Brian Galach,€80K,€1K
Oscar Pettersson,€110K,€1K
Jhohann Yabur,€100K,€1K
Alexandru Popescu,€90K,€1K
Raghid Al Najjar,€60K,€2K
Tiernan Parker,€60K,€1K
Lucas Marsella,€70K,€1K
Jake Young,€70K,€1K
Sedrick Kalombo,€50K,€1K
Emil Harloff,€50K,€1K
Evan Farrell,€60K,€1K
Jay Barnett,€70K,€1K
Jacob Akanyirige,€80K,€1K
Adam Sørensen,€70K,€1K
Marcus Gudmann,€70K,€1K
Oliver Stefánsson,€60K,€1K
Aaron Heap,€80K,€1K
Samuel Silvera,€80K,€1K
Ben Voll,€50K,€1K
Maxime Kouogun,€40K,€1K
Gulab Al Enazi,€60K,€1K
Ben Morgan,€50K,€1K
Xin Zhou,€60K,€2K
Dawid Arndt,€60K,€1K
Camron McWilliams,€60K,€1K
Keighran Kerr,€80K,€1K
Cian Bargary,€80K,€1K
Matthias Præst,€80K,€1K
Mohammad Al Burayh,€40K,€3K
Bartłomiej Eizenchart,€70K,€1K
Hussein Ali,€70K,€1K
Ki Yeol Kim,€60K,€1K
Martín Barra,€70K,€1K
Demba Thiam,€50K,€1K
Jamie Bell,€70K,€1K
Matteo Cotali,€50K,€1K
Valentin Neacșu,€60K,€1K
Michał Karbownik,€80K,€1K
Mohammed Al Shanqeeti,€60K,€2K
Casper Öyvann,€70K,€1K
Cameron McGilp,€50K,€2K
Maciej Żurawski,€80K,€1K
Joe Hancott,€80K,€1K
Jamie Hamilton,€80K,€1K
Dragoș Penescu,€70K,€1K
Ask Tjærandsen-Skau,€80K,€1K
Mathias Madsen,€70K,€1K
Benjamin Hvidt,€80K,€1K
Scott Pollock,€80K,€1K
Flavius Daniliuc,€70K,€1K
Jean Lambert Evan's Allan,€60K,€1K
Jack Baxter,€80K,€1K
Adam O'Reilly,€80K,€1K
Archie Procter,€70K,€1K
Tatsuya Yamaguchi,€60K,€1K
Hanbowen Luo,€70K,€1K
Ossama Ashley,€80K,€1K
Rio Adebisi,€70K,€1K
Juan Camilo Mesa,€80K,€1K
Herman Børreson Fossdal,€70K,€1K
Callum Timmins,€80K,€1K
Robin Busset,€70K,€1K
Marcelo Filla,€50K,€1K
Matthew Sorinola,€70K,€1K
Cian Murphy,€80K,€1K
Abduhamit Abdugheni,€50K,€2K
Sebastian Ballesteros,€60K,€1K
Abdullah Al Hassan,€50K,€2K
Gong Zhang,€40K,€2K
Jack Malone,€80K,€1K
Jorge Peña,€30K,€1K
Bozhao Zhou,€70K,€1K
Archie Matthews,€40K,€1K
Mads Frøkjær-Jensen,€80K,€1K
Lewis Reilly,€80K,€2K
Ellis Allen,€60K,€1K
Callum King-Harmes,€70K,€1K
Ibrahim Bakare,€70K,€1K
Joaquín García,€40K,€1K
Fabian Monge,€70K,€1K
Jonathan Riquelme,€70K,€1K
Ted Tattermusch,€80K,€1K
Saleh Al Saeed,€80K,€2K
Yuyang Li,€70K,€2K
Wayne Horlison,€40K,€1K
Edison López,€80K,€1K
Tarryn Allarakhia,€60K,€1K
Shadrach Ogie,€80K,€1K
Emilio Simonsen,€80K,€1K
Kosei Tani,€60K,€1K
Vincent Müller,€50K,€1K
Michael Baldisimo,€70K,€1K
Harrison Hopper,€80K,€1K
Tom Kretzschmar,€50K,€1K
Maciej Woźniak,€60K,€1K
Bryan Reynolds,€80K,€1K
Simon Gustafsson,€50K,€1K
Adham El-Youssef,€60K,€1K
Joe Lynch,€60K,€1K
Jonas Hupe,€70K,€3K
Devlin Mackay,€40K,€1K
Samu Laitinen,€70K,€1K
Reece York,€80K,€3K
Eddie Brown,€80K,€1K
Leo Oppermann,€60K,€1K
Isaac Richards,€70K,€1K
Jack Sims,€70K,€1K
Cameron Hargreaves,€50K,€1K
Tyler French,€50K,€2K
Francesco Quintiero,€50K,€1K
Don Deedson Louicius,€60K,€1K
Luke Ward,€60K,€1K
Maxwell Woledzi,€50K,€1K
Oliver Villadsen,€50K,€1K
Hüseyin Altıntaş,€30K,€2K
Giovanni Bustos,€60K,€1K
Asim Aksungur,€60K,€1K
Ziya Alkurt,€30K,€2K
Robert Slevin,€40K,€1K
Malthe Højholt,€60K,€1K
Aiham Ousou,€60K,€1K
Macklin Freke,€50K,€1K
Kai Trewin,€50K,€1K
Lewis Collins,€50K,€1K
Andrew Mills,€30K,€1K
Dylan Asonganyi,€70K,€1K
Jimmy Hague,€40K,€1K
Finley Iron,€50K,€1K
Andreas Karo,€50K,€1K
Byron Hernández,€60K,€1K
Josh Dixon,€60K,€1K
Oskar Sewerzyński,€50K,€1K
Junior Hernandez,€70K,€1K
Gavin Sheridan,€30K,€1K
Issah Salou,€60K,€1K
Billy Sass-Davies,€60K,€1K
Andrei Capră,€50K,€1K
Niall McGinley,€40K,€1K
Sean Whaler,€60K,€1K
Hussain Al Quraish,€50K,€3K
Jędrzej Grobelny,€50K,€1K
Kacper Smoliński,€60K,€1K
Dean Walsh,€50K,€1K
Loren Niță,€60K,€1K
Xiao Zhou,€50K,€1K
Zhenghao Wang,€40K,€1K
Jackson Lee,€50K,€1K
Jake Cooper,€60K,€1K
Min Kyu Song,€60K,€1K
Harvey Saunders,€50K,€1K
Barry Baggley,€60K,€1K
Carl Björk,€60K,€1K
Shangkun Teng,€20K,€2K
Serhat Tasdemir,€60K,€1K
Patrick Langlois,€60K,€1K
Oliver Funch,€50K,€1K
Guoyuan Yang,€40K,€2K
Mads Hermansen,€50K,€1K
Jock Curran,€40K,€1K
Jingyi Zhang,€30K,€1K
Tyler Brownsword,€50K,€1K
